TEAM NAME,SLOT,TYPE,TEXTURE,FILENAME
tulane,alt06,light,06-TC_Face_Protector.png,70cf006c2ba8aad7-cc30f457cdddf712-00005994.png
tulane,alt06,light,25-TC_Face_Protector_Top.png,6b25aad02bc781bb-cc30f457cdddf712-00005554.png
tulane,alt06,light,14-Bk_TC_Pad.png,7681550dea5b951d-866c584f245be9b3-00005993.png
tulane,alt06,light,10-Wt_TC_Pad.png,7681550dea5b951d-2bbd2bb9f156bb19-00005993.png
tulane,alt06,light,07-TC_Med_Band--34_sleeve_top.png,be85f4bf3d074dba-adfa97cfeb8aee06-00005993.png
tulane,alt06,light,04-TC_Thin_Band.png,be85f4bf3d074dba-d95e6e17da5a3ba-00005993.png
tulane,alt06,light,15-TC_Long_Sleeve.png,8fb789c60161de74-1ecae98651af16f6-00005993.png
tulane,alt06,light,wrist_QB_Wrist_Bk.png,3a30272f374c5d47-866c584f245be9b3-00005993.png
tulane,alt06,light,wrist_QB_Wrist_Wt.png,3a30272f374c5d47-2bbd2bb9f156bb19-00005993.png
tulane,alt06,light,03-TC_QB_Wrist.png,3a30272f374c5d47-1ecae98651af16f6-00005993.png
tulane,alt06,light,01-TC_Wrist.png,8006ca814728a41c-866c584f245be9b3-00005993.png
tulane,alt06,light,wrist_Half_Sleeve_Wt.png,faf01b33cbdc0f1a-2bbd2bb9f156bb19-00005993.png
tulane,alt06,light,wrist_Half_Sleeve_Bk.png,faf01b33cbdc0f1a-866c584f245be9b3-00005993.png
tulane,alt06,light,11-TC_Half_Sleeve.png,faf01b33cbdc0f1a-1ecae98651af16f6-00005993.png
tulane,alt06,light,16-Shoe.png,9b96b9191c431b47-678482f1af9bc6f9-000059d3.png
tulane,alt06,light,17-Shoe_w_White_Tape.png,adf3868e35b7c0c2-678482f1af9bc6f9-000059d3.png
tulane,alt06,light,23-Shoe_w_Black_Tape.png,adf3868e35b7c0c2-1f38cbd8f224aa26-000059d3.png
tulane,alt06,light,24-Shoe_w_TC_Tape.png,adf3868e35b7c0c2-5b92a1a1bf1764d6-000059d3.png
tulane,alt06,light,13-Sock.png,9c4674c52d99532d-135f4ac951d47b71-000059d4.png
tulane,alt06,light,helmet.png,e770e94bc919dc3b-580103090d014fc4-00005e13.png
tulane,alt06,light,22-Chinstrap.png,79750e5caa8c578f-b4a1c38230132b5b-00005593.png
tulane,alt06,light,pridesticker.png,c1ab12d09f04673d-b5d58d266a9ebe35-00005554.png
tulane,alt06,light,18-Facemask_Far.png,6fc709b188086d09-85cd0f85eaef4b5e-00005554.png
tulane,alt06,light,20-Facemask_Near.png,578fd0d026fd1860-93b53ffe47efa233-00005554.png
tulane,alt06,light,pants.png,b883e5dd75e22234-dfbb538a4e7d3a5c-00006213.png
tulane,alt06,light,jersey.png,479f4c7ce9cf18c9-75114a848dbbd16c-00006213.png
tulane,alt06,light,num07.png,b4873dab2b184ce-7c7af47e62cb299c-00006214.png
tulane,alt06,light,num89.png,129dd874fa64e2a3-7c7af47e62cb299c-00005dd4.png
tulane,alt06,light,num07shadow.png,b4873dab2b184ce-c006383c99eb0c44-00006214.png
tulane,alt06,light,num89shadow.png,129dd874fa64e2a3-c006383c99eb0c44-00005dd4.png
tulane,alt06,light,num07helmet.png,b4873dab2b184ce-86372989f9238953-00006214.png
tulane,alt06,light,num89helmet.png,129dd874fa64e2a3-86372989f9238953-00005dd4.png
tulane,alt06,light,num07ss.png,b4873dab2b184ce-88d69c09588ec9f5-00006214.png
tulane,alt06,light,num89ss.png,129dd874fa64e2a3-88d69c09588ec9f5-00005dd4.png
tulane,alt06,light,glove-uni-1.png,ed604dcd31bc5fd8-d5ee2b403ac763ff-000059d3.png
tulane,alt06,light,glove-uni-2.png,ed604dcd31bc5fd8-47141a83bbe4ea00-000059d3.png
tulane,alt06,light,glove-uni-1-second.png,ed604dcd31bc5fd8-2fa07936b0123031-000059d3.png
tulane,alt06,light,glove-uni-2-second.png,ed604dcd31bc5fd8-427eaeb693f62f34-000059d3.png
