TEAM NAME,SLOT,TYPE,TEXTURE,FILENAME
akron,alt04,light,06-TC_Face_Protector.png,70cf006c2ba8aad7-12e2c5fbb8be6e8e-00005994.png
akron,alt04,light,25-TC_Face_Protector_Top.png,6b25aad02bc781bb-12e2c5fbb8be6e8e-00005554.png
akron,alt04,light,14-Bk_TC_Pad.png,7681550dea5b951d-ce2801b5e533e0c3-00005993.png
akron,alt04,light,10-Wt_TC_Pad.png,7681550dea5b951d-6df4a018f7577b7e-00005993.png
akron,alt04,light,07-TC_Med_Band--34_sleeve_top.png,be85f4bf3d074dba-e8ef2f55d94974c6-00005993.png
akron,alt04,light,04-TC_Thin_Band.png,be85f4bf3d074dba-7a99ef64c4a3f961-00005993.png
akron,alt04,light,15-TC_Long_Sleeve.png,8fb789c60161de74-282dae1cbc1ad989-00005993.png
akron,alt04,light,wrist_QB_Wrist_Bk.png,3a30272f374c5d47-ce2801b5e533e0c3-00005993.png
akron,alt04,light,wrist_QB_Wrist_Wt.png,3a30272f374c5d47-6df4a018f7577b7e-00005993.png
akron,alt04,light,03-TC_QB_Wrist.png,3a30272f374c5d47-282dae1cbc1ad989-00005993.png
akron,alt04,light,01-TC_Wrist.png,8006ca814728a41c-ce2801b5e533e0c3-00005993.png
akron,alt04,light,wrist_Half_Sleeve_Wt.png,faf01b33cbdc0f1a-6df4a018f7577b7e-00005993.png
akron,alt04,light,wrist_Half_Sleeve_Bk.png,faf01b33cbdc0f1a-ce2801b5e533e0c3-00005993.png
akron,alt04,light,11-TC_Half_Sleeve.png,faf01b33cbdc0f1a-282dae1cbc1ad989-00005993.png
akron,alt04,light,16-Shoe.png,9b96b9191c431b47-89243dd4160b4b5f-000059d3.png
akron,alt04,light,17-Shoe_w_White_Tape.png,adf3868e35b7c0c2-89243dd4160b4b5f-000059d3.png
akron,alt04,light,23-Shoe_w_Black_Tape.png,adf3868e35b7c0c2-b4306f8d42e68906-000059d3.png
akron,alt04,light,24-Shoe_w_TC_Tape.png,adf3868e35b7c0c2-36f60e55057f5dff-000059d3.png
akron,alt04,light,13-Sock.png,df0ea0a37e5cdd65-135f4ac951d47b71-000059d4.png
akron,alt04,light,helmet.png,8c883dce2cca9d0c-580103090d014fc4-00005e13.png
akron,alt04,light,22-Chinstrap.png,79750e5caa8c578f-fdbea21d923b4ad-00005593.png
akron,alt04,light,pridesticker.png,d50d40f07baf10e8-b5d58d266a9ebe35-00005554.png
akron,alt04,light,18-Facemask_Far.png,8a114b232d7affca-85cd0f85eaef4b5e-00005554.png
akron,alt04,light,20-Facemask_Near.png,3c3b0b24a1dcd45-93b53ffe47efa233-00005554.png
akron,alt04,light,pants.png,865ab3c77e21b3f-dfbb538a4e7d3a5c-00006213.png
akron,alt04,light,jersey.png,9c9b4acbe9e11a33-75114a848dbbd16c-00006213.png
akron,alt04,light,num07.png,1943814ff31e7dc0-7c7af47e62cb299c-00006214.png
akron,alt04,light,num89.png,1714d5c4e1fdf6c-7c7af47e62cb299c-00005dd4.png
akron,alt04,light,num07shadow.png,1943814ff31e7dc0-c006383c99eb0c44-00006214.png
akron,alt04,light,num89shadow.png,1714d5c4e1fdf6c-c006383c99eb0c44-00005dd4.png
akron,alt04,light,num07helmet.png,1943814ff31e7dc0-86372989f9238953-00006214.png
akron,alt04,light,num89helmet.png,1714d5c4e1fdf6c-86372989f9238953-00005dd4.png
akron,alt04,light,num07ss.png,1943814ff31e7dc0-88d69c09588ec9f5-00006214.png
akron,alt04,light,num89ss.png,1714d5c4e1fdf6c-88d69c09588ec9f5-00005dd4.png
akron,alt04,light,glove.png,4b971a23daebf915-c8c347e1d0cc7ebc-000059d3.png
akron,alt04,light,glove-second.png,c4b0d08cb62405a8-c8c347e1d0cc7ebc-000059d3.png
